,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
111,,59.0,4,,6,,10,10,6,1,0,2,,2,0,,Real Sociedad,,0,23.04.2017 12:00,LaLiga - Round 33,,41.0,1,,0,,10,12,3,0,0,2,,1,1,,Dep. La Coruna,,2,23.04.2017 12:00,LaLiga - Round 33
112,,52.0,0,,1,,7,6,3,2,0,0,,3,0,,Espanyol,,1,22.04.2017 20:45,LaLiga - Round 33,,48.0,0,,0,,6,7,3,0,0,0,,1,2,,Atl. Madrid,,1,22.04.2017 20:45,LaLiga - Round 33
113,,48.0,2,,4,,6,4,7,0,0,1,,3,2,,Espanyol,,2,22.04.2017 20:45,LaLiga - Round 33,,52.0,5,,3,,4,6,10,2,1,0,,4,1,,Atl. Madrid,,1,22.04.2017 20:45,LaLiga - Round 33
114,,40.0,0,,1,,14,8,1,1,1,1,,1,0,,Osasuna,,0,22.04.2017 18:30,LaLiga - Round 33,,60.0,1,,2,,6,16,5,0,0,2,,3,1,,Gijon,,2,22.04.2017 18:30,LaLiga - Round 33
115,,42.0,1,,0,,11,5,6,1,1,1,,4,1,,Osasuna,,3,22.04.2017 18:30,LaLiga - Round 33,,58.0,3,,3,,4,11,7,-1,2,1,,1,3,,Gijon,,2,22.04.2017 18:30,LaLiga - Round 33
116,,65.0,0,,2,,2,11,5,2,0,1,,3,2,,Villarreal,,,22.04.2017 16:15,LaLiga - Round 33,,35.0,1,,2,,11,3,3,2,0,0,,0,2,,Leganes,,,22.04.2017 16:15,LaLiga - Round 33
117,,55.0,1,,1,,7,10,6,1,2,0,,2,3,,Villarreal,,1,22.04.2017 16:15,LaLiga - Round 33,,45.0,2,,6,,8,7,5,1,1,2,,1,2,,Leganes,,3,22.04.2017 16:15,LaLiga - Round 33
118,,60.0,1,,4,,9,6,8,0,2,1,,4,3,,Malaga,,2,22.04.2017 13:00,LaLiga - Round 33,,40.0,0,,1,,7,8,3,1,0,0,,3,0,,Valencia,,1,22.04.2017 13:00,LaLiga - Round 33
119,,46.0,0,,3,,7,7,2,2,0,0,,1,1,,Malaga,,1,22.04.2017 13:00,LaLiga - Round 33,,54.0,4,,5,,6,6,10,1,0,1,,4,2,,Valencia,,2,22.04.2017 13:00,LaLiga - Round 33
120,,71.0,3,,3,,5,7,13,1,1,4,,6,4,,Sevilla,,0,21.04.2017 21:00,LaLiga - Round 33,,29.0,2,,1,,7,8,4,3,0,0,,1,1,,Granada CF,,1,21.04.2017 21:00,LaLiga - Round 33
121,,57.0,3,,4,,13,4,15,1,1,5,,4,8,,Sevilla,,1,21.04.2017 21:00,LaLiga - Round 33,,43.0,0,,1,,4,18,5,7,0,0,,4,1,,Granada CF,,1,21.04.2017 21:00,LaLiga - Round 33
122,,61.0,0,,3,,2,8,6,1,2,0,,2,4,,Alaves,,0,17.04.2017 20:45,LaLiga - Round 32,,39.0,1,,6,,8,2,4,2,0,0,,2,1,,Villarreal,,2,17.04.2017 20:45,LaLiga - Round 32
123,,30.0,2,347,2,,6,7,5,3,0,1,,2,1,19,Alaves,435,2,17.04.2017 20:45,LaLiga - Round 32,,70.0,1,412,5,,5,7,7,1,1,2,,2,4,16,Villarreal,497,2,17.04.2017 20:45,LaLiga - Round 32
124,,38.0,3,,4,,8,6,7,0,0,0,,4,0,,Granada CF,,3,16.04.2017 20:45,LaLiga - Round 32,,62.0,3,,1,,6,8,6,0,1,0,,2,1,,Celta Vigo,,0,16.04.2017 20:45,LaLiga - Round 32
125,,38.0,2,,4,,9,4,10,1,0,0,,4,4,,Granada CF,,2,16.04.2017 20:45,LaLiga - Round 32,,62.0,1,,0,,3,9,9,4,2,1,,5,3,,Celta Vigo,,2,16.04.2017 20:45,LaLiga - Round 32
126,,41.0,0,,0,,8,10,3,1,1,0,,1,2,,Betis,,2,16.04.2017 18:30,LaLiga - Round 32,,59.0,0,,4,,9,8,6,1,0,1,,5,1,,Eibar,,1,16.04.2017 18:30,LaLiga - Round 32
127,,41.0,0,,4,,7,9,3,2,1,0,,1,2,,Betis,,2,16.04.2017 18:30,LaLiga - Round 32,,59.0,1,,2,,10,7,4,1,0,0,,1,2,,Eibar,,3,16.04.2017 18:30,LaLiga - Round 32
128,,45.0,1,,1,,9,12,7,0,0,0,,4,2,,Valencia,,2,16.04.2017 16:15,LaLiga - Round 32,,55.0,0,,0,,10,7,3,2,0,0,,3,0,,Sevilla,,0,16.04.2017 16:15,LaLiga - Round 32
129,,39.0,0,,3,,10,10,7,2,0,1,,6,1,,Valencia,,1,16.04.2017 16:15,LaLiga - Round 32,,61.0,1,,2,,10,8,7,1,0,0,,4,2,,Sevilla,,2,16.04.2017 16:15,LaLiga - Round 32
130,,42.0,2,,1,,7,8,5,0,0,3,,0,3,,Leganes,,,16.04.2017 12:00,LaLiga - Round 32,,58.0,1,,0,,7,10,3,3,0,1,,2,0,,Espanyol,,,16.04.2017 12:00,LaLiga - Round 32
131,,52.0,1,,4,,13,7,8,1,0,1,,5,2,,Leganes,,1,16.04.2017 12:00,LaLiga - Round 32,,48.0,0,,1,,7,14,4,2,1,0,,2,2,,Espanyol,,1,16.04.2017 12:00,LaLiga - Round 32
132,,54.0,2,,2,,8,7,9,4,3,0,,2,5,,Barcelona,,1,15.04.2017 20:45,LaLiga - Round 32,,46.0,3,,1,,5,8,11,2,2,2,,2,6,,Real Sociedad,,1,15.04.2017 20:45,LaLiga - Round 32
133,,52.0,1,,3,,7,15,7,1,0,2,,2,4,,Barcelona,,2,15.04.2017 20:45,LaLiga - Round 32,,48.0,0,,3,,12,9,3,4,0,3,,2,1,,Real Sociedad,,1,15.04.2017 20:45,LaLiga - Round 32
134,,56.0,3,,2,,5,8,9,0,1,1,,5,1,,Atl. Madrid,,1,15.04.2017 18:30,LaLiga - Round 32,,44.0,0,,1,,8,6,0,0,0,0,,0,0,,Osasuna,,1,15.04.2017 18:30,LaLiga - Round 32
135,,54.0,1,,3,,6,5,10,0,2,0,,2,7,,Atl. Madrid,,0,15.04.2017 18:30,LaLiga - Round 32,,46.0,3,,1,,6,6,3,5,0,1,,0,0,,Osasuna,,4,15.04.2017 18:30,LaLiga - Round 32
136,,29.0,0,,2,,8,5,2,0,1,0,,1,1,,Gijon,,1,15.04.2017 16:15,LaLiga - Round 32,,71.0,1,,1,,4,8,5,0,1,1,,3,1,,Real Madrid,,0,15.04.2017 16:15,LaLiga - Round 32
137,,33.0,0,,2,,9,9,2,3,1,0,,1,1,,Gijon,,4,15.04.2017 16:15,LaLiga - Round 32,,67.0,4,,7,,8,8,13,0,2,2,,4,5,,Real Madrid,,1,15.04.2017 16:15,LaLiga - Round 32
138,,43.0,2,,0,,9,7,6,2,0,1,,3,1,,Dep. La Coruna,,1,15.04.2017 13:00,LaLiga - Round 32,,57.0,1,,0,,7,10,5,1,0,0,,2,2,,Malaga,,2,15.04.2017 13:00,LaLiga - Round 32
139,,38.0,1,,1,,6,11,5,1,2,0,,1,3,,Dep. La Coruna,,2,15.04.2017 13:00,LaLiga - Round 32,,62.0,1,,4,,8,5,6,1,0,1,,4,1,,Malaga,,2,15.04.2017 13:00,LaLiga - Round 32
140,,44.0,4,,9,,11,4,12,0,3,1,,4,4,,Ath Bilbao,,,14.04.2017 20:45,LaLiga - Round 32,,56.0,1,,2,,4,12,3,1,1,0,,1,1,,Las Palmas,,,14.04.2017 20:45,LaLiga - Round 32
141,,46.0,0,,5,,11,6,6,1,2,1,,3,3,,Ath Bilbao,,1,14.04.2017 20:45,LaLiga - Round 32,,54.0,0,,3,,6,12,5,1,0,0,,4,1,,Las Palmas,,2,14.04.2017 20:45,LaLiga - Round 32
142,,61.0,3,,4,,8,8,9,2,2,2,,4,2,,Real Sociedad,,0,10.04.2017 20:45,LaLiga - Round 31,,39.0,3,,3,,9,11,6,0,0,1,,1,2,,Gijon,,3,10.04.2017 20:45,LaLiga - Round 31
143,,63.0,3,,3,,12,11,12,0,1,0,,4,5,,Real Sociedad,,1,10.04.2017 20:45,LaLiga - Round 31,,37.0,1,,1,,10,12,4,4,1,1,,2,1,,Gijon,,2,10.04.2017 20:45,LaLiga - Round 31
144,,62.0,1,,2,,9,12,5,1,1,1,,2,2,,Las Palmas,,3,09.04.2017 20:45,LaLiga - Round 31,,38.0,5,,4,,7,11,7,1,0,4,,1,1,,Betis,,0,09.04.2017 20:45,LaLiga - Round 31
145,,46.0,0,,0,,7,10,4,3,3,1,,0,4,,Las Palmas,,0,09.04.2017 20:45,LaLiga - Round 31,,54.0,2,,2,,11,10,6,1,1,3,,0,4,,Betis,,4,09.04.2017 20:45,LaLiga - Round 31
146,,50.0,0,,0,,4,11,4,0,1,1,,2,2,,Osasuna,,1,09.04.2017 18:30,LaLiga - Round 31,,50.0,1,,4,,11,5,4,1,1,1,,2,1,,Leganes,,3,09.04.2017 18:30,LaLiga - Round 31
147,,36.0,1,,4,,10,6,7,1,1,0,,2,4,,Osasuna,,2,09.04.2017 18:30,LaLiga - Round 31,,64.0,5,,4,,3,10,13,3,0,3,,7,1,,Leganes,,1,09.04.2017 18:30,LaLiga - Round 31
148,,57.0,0,,0,,5,11,0,1,0,0,,0,0,,Celta Vigo,,0,09.04.2017 16:15,LaLiga - Round 31,,43.0,1,,3,,6,4,5,0,1,0,,2,2,,Eibar,,2,09.04.2017 16:15,LaLiga - Round 31
149,,50.0,3,,0,,10,5,12,3,0,0,,6,3,,Celta Vigo,,1,09.04.2017 16:15,LaLiga - Round 31,,50.0,0,,0,,4,6,6,3,1,0,,2,4,,Eibar,,1,09.04.2017 16:15,LaLiga - Round 31
150,,50.0,0,,1,,4,5,8,1,0,0,,6,2,,Granada CF,,1,09.04.2017 12:00,LaLiga - Round 31,,50.0,1,,2,,5,4,7,2,2,1,,3,3,,Valencia,,0,09.04.2017 12:00,LaLiga - Round 31
151,,46.0,5,,4,,5,10,13,4,1,1,,5,3,,Granada CF,,1,09.04.2017 12:00,LaLiga - Round 31,,54.0,0,,0,,8,5,10,2,1,2,,5,5,,Valencia,,2,09.04.2017 12:00,LaLiga - Round 31
152,,35.0,0,,1,,8,13,3,2,1,3,,2,1,,Malaga,,2,08.04.2017 20:45,LaLiga - Round 31,,65.0,0,,3,,11,11,4,0,0,2,,2,2,,Barcelona,,3,08.04.2017 20:45,LaLiga - Round 31
153,,31.0,1,,1,,18,10,5,1,1,3,0,1,3,,Malaga,,2,08.04.2017 20:45,LaLiga - Round 31,,69.0,2,,0,,9,21,7,2,0,1,1,4,1,,Barcelona,,2,08.04.2017 20:45,LaLiga - Round 31
154,,62.0,0,,2,,10,7,10,1,3,0,,5,5,,Sevilla,,2,08.04.2017 18:30,LaLiga - Round 31,,38.0,0,,1,,7,10,5,2,2,0,,2,3,,Dep. La Coruna,,1,08.04.2017 18:30,LaLiga - Round 31
155,,53.0,1,,2,,9,8,9,1,1,3,,0,8,,Sevilla,,1,08.04.2017 18:30,LaLiga - Round 31,,47.0,0,,1,,8,12,4,7,0,0,,3,1,,Dep. La Coruna,,2,08.04.2017 18:30,LaLiga - Round 31
156,,60.0,7,,6,,8,6,12,1,0,0,,1,4,,Real Madrid,,1,08.04.2017 16:15,LaLiga - Round 31,,40.0,2,,2,,5,8,6,4,0,1,,3,1,,Atl. Madrid,,0,08.04.2017 16:15,LaLiga - Round 31
157,,62.0,2,,0,,4,9,8,2,1,0,,4,2,,Real Madrid,,1,08.04.2017 16:15,LaLiga - Round 31,,38.0,1,,0,,8,4,4,1,1,1,,0,3,,Atl. Madrid,,3,08.04.2017 16:15,LaLiga - Round 31
158,,51.0,3,,3,,7,6,9,0,0,0,,4,2,,Espanyol,,,08.04.2017 13:00,LaLiga - Round 31,,49.0,1,,1,,6,8,6,2,0,0,,5,0,,Alaves,,,08.04.2017 13:00,LaLiga - Round 31
159,,42.0,1,,2,,4,6,6,0,1,0,,1,4,,Espanyol,,3,08.04.2017 13:00,LaLiga - Round 31,,58.0,1,,2,,7,4,3,3,0,3,,2,0,,Alaves,,3,08.04.2017 13:00,LaLiga - Round 31
160,,60.0,2,,4,,3,9,7,1,1,2,,2,3,,Villarreal,,0,07.04.2017 20:45,LaLiga - Round 31,,40.0,1,,2,,9,5,5,2,1,0,,2,2,,Ath Bilbao,,2,07.04.2017 20:45,LaLiga - Round 31
161,,35.0,0,,0,,13,9,3,3,2,2,1,1,2,,Villarreal,,6,07.04.2017 20:45,LaLiga - Round 31,,65.0,1,,3,,7,14,6,0,0,2,0,2,3,,Ath Bilbao,,1,07.04.2017 20:45,LaLiga - Round 31
162,,51.0,1,,6,,7,7,6,1,1,0,,3,2,,Valencia,,1,06.04.2017 21:30,LaLiga - Round 30,,49.0,0,,1,,6,7,8,1,1,1,,6,2,,Celta Vigo,,1,06.04.2017 21:30,LaLiga - Round 30
163,,41.0,0,,0,,9,3,9,0,2,1,,1,8,,Valencia,,,06.04.2017 21:30,LaLiga - Round 30,,59.0,1,,1,,3,9,4,6,1,0,,2,1,,Celta Vigo,,,06.04.2017 21:30,LaLiga - Round 30
164,,46.0,3,,2,,8,6,8,0,2,2,,2,3,,Eibar,,0,06.04.2017 19:30,LaLiga - Round 30,,54.0,1,,1,,4,10,1,1,0,2,,0,0,,Las Palmas,,1,06.04.2017 19:30,LaLiga - Round 30
165,,46.0,0,,7,,6,10,3,5,1,2,,0,3,,Eibar,,2,06.04.2017 19:30,LaLiga - Round 30,,54.0,1,,1,,8,8,7,2,1,3,,0,6,,Las Palmas,,4,06.04.2017 19:30,LaLiga - Round 30
166,,34.0,2,,2,,5,8,10,2,2,1,,5,3,,Leganes,,,05.04.2017 21:30,LaLiga - Round 30,,66.0,2,,1,,7,6,10,1,3,1,,3,5,,Real Madrid,,,05.04.2017 21:30,LaLiga - Round 30
167,,43.0,0,,2,,9,9,4,2,0,0,,4,0,,Leganes,,2,05.04.2017 21:30,LaLiga - Round 30,,57.0,3,,3,,9,10,8,0,1,0,,2,3,,Real Madrid,,1,05.04.2017 21:30,LaLiga - Round 30
168,,56.0,1,,1,,12,8,5,3,0,1,,1,3,,Alaves,,1,05.04.2017 20:30,LaLiga - Round 30,,44.0,0,,1,,7,13,3,3,0,1,,0,3,,Osasuna,,1,05.04.2017 20:30,LaLiga - Round 30
169,,74.0,3,,4,,8,6,10,2,0,0,,7,0,,Alaves,,4,05.04.2017 20:30,LaLiga - Round 30,,26.0,0,,0,,5,8,4,0,1,1,,1,3,,Osasuna,,0,05.04.2017 20:30,LaLiga - Round 30
170,,51.0,0,,1,,6,5,3,1,0,1,,1,2,,Dep. La Coruna,,0,05.04.2017 20:30,LaLiga - Round 30,,49.0,2,,1,,5,6,3,2,0,0,,0,1,,Granada CF,,1,05.04.2017 20:30,LaLiga - Round 30
171,,55.0,1,,5,,8,4,9,1,0,2,,7,1,,Dep. La Coruna,,1,05.04.2017 20:30,LaLiga - Round 30,,45.0,2,,2,,5,9,7,1,0,0,,4,1,,Granada CF,,3,05.04.2017 20:30,LaLiga - Round 30
172,,46.0,0,,3,,5,12,4,0,0,1,,2,2,,Gijon,,0,05.04.2017 20:30,LaLiga - Round 30,,54.0,2,,1,,9,6,7,2,1,2,,4,1,,Malaga,,2,05.04.2017 20:30,LaLiga - Round 30
173,,56.0,5,,4,,7,9,10,2,0,0,,2,3,,Gijon,,2,05.04.2017 20:30,LaLiga - Round 30,,44.0,0,,0,,9,7,4,3,0,0,,2,2,,Malaga,,3,05.04.2017 20:30,LaLiga - Round 30
174,,62.0,3,,3,,6,5,10,1,3,0,,3,4,,Barcelona,,1,05.04.2017 19:30,LaLiga - Round 30,,38.0,0,,1,,3,6,2,1,0,2,,1,1,,Sevilla,,1,05.04.2017 19:30,LaLiga - Round 30
175,,50.0,0,,1,,10,10,5,2,0,0,0,2,3,,Barcelona,,3,05.04.2017 19:30,LaLiga - Round 30,,50.0,0,,3,,10,8,5,3,0,0,1,3,2,,Sevilla,,2,05.04.2017 19:30,LaLiga - Round 30
176,,35.0,3,,0,,10,7,13,1,1,0,,5,5,,Atl. Madrid,,,04.04.2017 21:30,LaLiga - Round 30,,65.0,2,,3,,6,10,6,4,0,0,,3,1,,Real Sociedad,,,04.04.2017 21:30,LaLiga - Round 30
177,,43.0,0,,6,,8,7,7,0,0,3,,4,3,,Atl. Madrid,,0,04.04.2017 21:30,LaLiga - Round 30,,57.0,1,,1,,7,9,4,3,0,0,,3,0,,Real Sociedad,,4,04.04.2017 21:30,LaLiga - Round 30
178,,46.0,1,,3,,7,5,6,1,0,0,,3,2,,Betis,,1,04.04.2017 21:30,LaLiga - Round 30,,54.0,1,,2,,7,7,4,2,0,0,,2,1,,Villarreal,,0,04.04.2017 21:30,LaLiga - Round 30
179,,58.0,2,,2,,5,13,9,0,0,1,,6,1,,Betis,,1,04.04.2017 21:30,LaLiga - Round 30,,42.0,0,,0,,8,6,2,1,1,2,,1,1,,Villarreal,,2,04.04.2017 21:30,LaLiga - Round 30
180,,62.0,0,,2,,11,7,6,2,2,0,,2,4,,Ath Bilbao,,1,04.04.2017 19:30,LaLiga - Round 30,,38.0,0,,0,,7,11,4,2,0,1,,2,2,,Espanyol,,2,04.04.2017 19:30,LaLiga - Round 30
181,,60.0,1,,3,,8,10,7,0,0,0,,5,1,,Ath Bilbao,,0,04.04.2017 19:30,LaLiga - Round 30,,40.0,0,,1,,9,8,1,1,0,1,,1,0,,Espanyol,,1,04.04.2017 19:30,LaLiga - Round 30
182,,45.0,2,,4,,7,6,10,1,2,3,,3,5,,Celta Vigo,,2,03.04.2017 20:45,LaLiga - Round 29,,55.0,0,,0,,5,10,4,3,0,1,,3,1,,Las Palmas,,1,03.04.2017 20:45,LaLiga - Round 29
183,,35.0,0,,0,,8,7,3,3,1,2,,2,1,,Celta Vigo,,1,03.04.2017 20:45,LaLiga - Round 29,,65.0,1,,6,,5,10,8,0,1,1,,3,4,,Las Palmas,,2,03.04.2017 20:45,LaLiga - Round 29
184,,27.0,0,,0,,8,9,1,5,0,0,,1,0,,Granada CF,,0,02.04.2017 20:45,LaLiga - Round 29,,73.0,1,,3,,3,8,12,0,1,6,,5,6,,Barcelona,,1,02.04.2017 20:45,LaLiga - Round 29
185,,39.0,1,,1,,7,8,6,4,1,0,1,0,5,,Granada CF,,3,02.04.2017 20:45,LaLiga - Round 29,,61.0,2,,6,,7,7,14,4,3,1,0,5,7,,Barcelona,,2,02.04.2017 20:45,LaLiga - Round 29
186,,50.0,1,,1,,4,8,7,2,2,0,,2,4,,Valencia,,1,02.04.2017 18:30,LaLiga - Round 29,,50.0,2,,2,,7,4,7,2,0,1,,3,2,,Dep. La Coruna,,1,02.04.2017 18:30,LaLiga - Round 29
187,,42.0,2,,2,,13,7,7,3,1,2,,1,4,,Valencia,,2,02.04.2017 18:30,LaLiga - Round 29,,58.0,0,,4,,6,14,6,3,0,2,,3,3,,Dep. La Coruna,,0,02.04.2017 18:30,LaLiga - Round 29
188,,71.0,2,,3,,8,10,10,2,1,2,,6,2,,Real Madrid,,0,02.04.2017 16:15,LaLiga - Round 29,,29.0,1,,1,,10,9,4,1,0,0,,1,2,,Alaves,,1,02.04.2017 16:15,LaLiga - Round 29
189,,53.0,1,,0,,4,6,8,1,2,2,,3,4,,Real Madrid,,0,02.04.2017 16:15,LaLiga - Round 29,,47.0,0,,2,,6,6,8,2,0,1,,7,1,,Alaves,,1,02.04.2017 16:15,LaLiga - Round 29
190,,73.0,2,,3,,7,9,6,0,0,1,,1,3,,Sevilla,,0,02.04.2017 12:00,LaLiga - Round 29,,27.0,2,,2,,9,6,4,3,0,1,,2,0,,Gijon,,1,02.04.2017 12:00,LaLiga - Round 29
191,,69.0,4,,6,,10,3,12,2,0,1,,5,3,,Sevilla,,3,02.04.2017 12:00,LaLiga - Round 29,,31.0,1,,3,,4,7,4,3,0,0,,1,2,,Gijon,,3,02.04.2017 12:00,LaLiga - Round 29
192,,59.0,3,,2,,5,7,9,2,0,0,,5,1,,Malaga,,0,01.04.2017 20:45,LaLiga - Round 29,,41.0,0,,0,,6,5,3,1,1,1,,0,3,,Atl. Madrid,,2,01.04.2017 20:45,LaLiga - Round 29
193,,69.0,2,,4,,4,6,12,2,0,0,,6,4,,Malaga,,2,01.04.2017 20:45,LaLiga - Round 29,,31.0,0,,0,,5,4,4,4,1,1,,1,3,,Atl. Madrid,,0,01.04.2017 20:45,LaLiga - Round 29
194,,68.0,1,,2,,4,9,5,2,0,2,,3,1,,Real Sociedad,,1,01.04.2017 18:30,LaLiga - Round 29,,32.0,0,,0,,7,7,5,1,1,2,,2,3,,Leganes,,1,01.04.2017 18:30,LaLiga - Round 29
195,,72.0,1,,5,,6,9,9,0,1,2,,4,4,,Real Sociedad,,1,01.04.2017 18:30,LaLiga - Round 29,,28.0,1,,0,,9,7,1,3,0,0,,0,0,,Leganes,,2,01.04.2017 18:30,LaLiga - Round 29
196,,43.0,0,,4,,8,5,4,1,0,1,,0,4,,Osasuna,,2,01.04.2017 16:15,LaLiga - Round 29,,57.0,2,,1,,4,8,5,4,2,0,,0,3,,Ath Bilbao,,1,01.04.2017 16:15,LaLiga - Round 29
197,,55.0,2,,2,,11,7,4,1,1,1,,0,2,,Osasuna,,2,01.04.2017 16:15,LaLiga - Round 29,,45.0,0,,2,,5,9,4,1,0,2,,3,1,,Ath Bilbao,,1,01.04.2017 16:15,LaLiga - Round 29
198,,,,,,,,,,,1,,,,,,Villarreal,,,01.04.2017 13:00,LaLiga - Round 29,,,,,,,,,,,0,,,,,,Eibar,,,01.04.2017 13:00,LaLiga - Round 29
199,,,,,,,,,,,1,,,,,,Villarreal,,,01.04.2017 13:00,LaLiga - Round 29,,,,,,,,,,,3,,,,,,Eibar,,,01.04.2017 13:00,LaLiga - Round 29
200,,,2,,4,,16,17,8,,0,2,,1,5,,Espanyol,,3,31.03.2017 20:45,LaLiga - Round 29,,,3,,4,,14,16,10,,0,1,,4,3,,Betis,,2,31.03.2017 20:45,LaLiga - Round 29
201,,,,,,,,,,,2,,,,,,Espanyol,,,31.03.2017 20:45,LaLiga - Round 29,,,,,,,,,,,1,,,,,,Betis,,,31.03.2017 20:45,LaLiga - Round 29
202,,73.0,2,,4,,1,6,9,2,2,0,0,3,4,,Barcelona,,0,19.03.2017 20:45,LaLiga - Round 28,,27.0,0,,3,,6,1,4,2,2,1,1,0,4,,Valencia,,3,19.03.2017 20:45,LaLiga - Round 28
203,,71.0,4,,2,,3,7,19,1,2,2,,7,8,,Barcelona,,3,19.03.2017 20:45,LaLiga - Round 28,,29.0,0,,0,,6,5,2,6,0,1,,1,1,,Valencia,,1,19.03.2017 20:45,LaLiga - Round 28
204,,46.0,1,,1,,7,8,2,1,0,0,,1,0,,Dep. La Coruna,,0,19.03.2017 18:30,LaLiga - Round 28,,54.0,4,,1,,6,7,6,0,0,2,,1,1,,Celta Vigo,,1,19.03.2017 18:30,LaLiga - Round 28
205,,50.0,0,,2,,14,7,7,0,0,0,,5,2,,Dep. La Coruna,,4,19.03.2017 18:30,LaLiga - Round 28,,50.0,0,,0,,6,13,3,2,1,0,,2,1,,Celta Vigo,,3,19.03.2017 18:30,LaLiga - Round 28
206,,44.0,0,,4,,3,9,7,4,0,4,,1,6,,Gijon,,0,19.03.2017 18:30,LaLiga - Round 28,,56.0,2,,2,,8,7,8,6,0,1,,2,4,,Granada CF,,1,19.03.2017 18:30,LaLiga - Round 28
207,,44.0,1,,2,,9,5,8,0,3,1,,2,5,,Gijon,,2,19.03.2017 18:30,LaLiga - Round 28,,56.0,1,,1,,6,10,4,2,1,1,,2,1,,Granada CF,,3,19.03.2017 18:30,LaLiga - Round 28
208,,40.0,3,,1,,11,8,6,0,1,1,,1,2,,Atl. Madrid,,1,19.03.2017 16:15,LaLiga - Round 28,,60.0,1,,1,,7,12,2,1,0,1,,1,0,,Sevilla,,1,19.03.2017 16:15,LaLiga - Round 28
209,,38.0,1,,1,,5,8,9,1,2,0,,2,6,,Atl. Madrid,,3,19.03.2017 16:15,LaLiga - Round 28,,62.0,3,,1,,7,4,7,4,1,1,,2,2,,Sevilla,,2,19.03.2017 16:15,LaLiga - Round 28
210,,48.0,2,,4,,5,12,12,0,0,0,,8,2,,Leganes,,2,19.03.2017 12:00,LaLiga - Round 28,,52.0,1,,2,,8,5,4,2,0,3,,3,0,,Malaga,,1,19.03.2017 12:00,LaLiga - Round 28
211,,50.0,0,,2,,6,6,2,1,0,1,,2,0,,Leganes,,2,19.03.2017 12:00,LaLiga - Round 28,,50.0,0,,5,,8,5,4,0,0,0,,3,1,,Malaga,,1,19.03.2017 12:00,LaLiga - Round 28
212,,54.0,1,,3,,5,8,5,2,2,2,,1,3,,Betis,,0,18.03.2017 20:45,LaLiga - Round 28,,46.0,2,,0,,7,5,5,1,0,1,,1,2,,Osasuna,,1,18.03.2017 20:45,LaLiga - Round 28
213,,54.0,0,,2,,7,9,4,3,0,1,,2,2,,Betis,,0,18.03.2017 20:45,LaLiga - Round 28,,46.0,3,,0,,8,9,8,2,0,1,,2,3,,Osasuna,,2,18.03.2017 20:45,LaLiga - Round 28
214,,44.0,1,,3,,4,4,6,2,1,1,,3,2,,Alaves,,1,18.03.2017 18:30,LaLiga - Round 28,,56.0,1,,5,,5,5,4,1,0,0,,1,2,,Real Sociedad,,0,18.03.2017 18:30,LaLiga - Round 28
215,,40.0,1,,2,,10,8,4,0,0,0,0,0,3,,Alaves,,2,18.03.2017 18:30,LaLiga - Round 28,,60.0,5,,3,,8,8,7,3,0,0,1,2,0,,Real Sociedad,,5,18.03.2017 18:30,LaLiga - Round 28
216,,47.0,3,,2,,9,9,6,2,0,3,,2,1,,Ath Bilbao,,1,18.03.2017 16:15,LaLiga - Round 28,,53.0,0,,1,,6,12,4,1,1,3,,1,3,,Real Madrid,,2,18.03.2017 16:15,LaLiga - Round 28
217,,57.0,1,,3,,8,9,6,0,1,1,,1,4,,Ath Bilbao,,0,18.03.2017 16:15,LaLiga - Round 28,,43.0,2,,4,,7,10,5,3,1,2,,2,1,,Real Madrid,,2,18.03.2017 16:15,LaLiga - Round 28
218,,55.0,3,,3,,8,7,7,0,1,0,,3,1,,Eibar,,1,18.03.2017 13:00,LaLiga - Round 28,,45.0,0,,2,,7,8,3,0,0,0,,3,0,,Espanyol,,1,18.03.2017 13:00,LaLiga - Round 28
219,,61.0,1,,3,,4,8,9,0,0,1,,5,3,,Eibar,,1,18.03.2017 13:00,LaLiga - Round 28,,39.0,0,,0,,6,5,1,3,1,2,,0,1,,Espanyol,,3,18.03.2017 13:00,LaLiga - Round 28
220,,67.0,1,,3,,7,6,9,1,1,0,0,1,7,,Las Palmas,,0,17.03.2017 20:45,LaLiga - Round 28,,33.0,0,,1,,5,8,2,6,0,1,1,1,1,,Villarreal,,1,17.03.2017 20:45,LaLiga - Round 28
221,,54.0,3,,5,,7,9,10,2,0,1,,4,3,,Las Palmas,,3,17.03.2017 20:45,LaLiga - Round 28,,46.0,2,,4,,9,7,6,3,0,0,,2,2,,Villarreal,,1,17.03.2017 20:45,LaLiga - Round 28
